STATE/UT,Year,CAUSE,Total Male,Total Female,Total
JAMMU & KASHMIR,2008,Service (Government),25,3,28
JAMMU & KASHMIR,2008,Service (Private),22,5,27
JAMMU & KASHMIR,2008,Public Sector Undertaking,20,1,21
JAMMU & KASHMIR,2008,Student,7,9,16
JAMMU & KASHMIR,2008,Unemployed,37,14,51
JAMMU & KASHMIR,2008,Self-employed (Business activity),6,0,6
JAMMU & KASHMIR,2008,Professional Activity,4,0,4
JAMMU & KASHMIR,2008,Farming/Agriculture Activity,4,2,6
JAMMU & KASHMIR,2008,Others (Please Specify),23,12,35
JAMMU & KASHMIR,2008,Retired Person,6,0,6
JAMMU & KASHMIR,2008,Others (Please Specify),23,12,35
JAMMU & KASHMIR,2008,Total,177,133,310
JAMMU & KASHMIR,2008,Total Salaried,67,9,76
JAMMU & KASHMIR,2008,Total Self-employed,37,14,51
JAMMU & KASHMIR,2009,House Wife,0,50,50
JAMMU & KASHMIR,2009,Service (Government),26,9,35
JAMMU & KASHMIR,2009,Service (Private),24,6,30
JAMMU & KASHMIR,2009,Public Sector Undertaking,6,1,7
JAMMU & KASHMIR,2009,Student,4,16,20
JAMMU & KASHMIR,2009,Unemployed,41,21,62
JAMMU & KASHMIR,2009,Self-employed (Business activity),17,1,18
JAMMU & KASHMIR,2009,Professional Activity,2,1,3
JAMMU & KASHMIR,2009,Farming/Agriculture Activity,8,0,8
JAMMU & KASHMIR,2009,Others (Please Specify),21,19,40
JAMMU & KASHMIR,2009,Retired Person,0,0,0
JAMMU & KASHMIR,2009,Others (Please Specify),19,29,48
JAMMU & KASHMIR,2009,Total,168,153,321
JAMMU & KASHMIR,2009,Total Salaried,56,16,72
JAMMU & KASHMIR,2009,Total Self-employed,48,21,69
JAMMU & KASHMIR,2010,House Wife,0,58,58
JAMMU & KASHMIR,2010,Service (Government),4,2,6
JAMMU & KASHMIR,2010,Service (Private),13,0,13
JAMMU & KASHMIR,2010,Public Sector Undertaking,2,0,2
JAMMU & KASHMIR,2010,Student,17,19,36
JAMMU & KASHMIR,2010,Unemployed,27,16,43
JAMMU & KASHMIR,2010,Self-employed (Business activity),9,0,9
JAMMU & KASHMIR,2010,Professional Activity,2,1,3
JAMMU & KASHMIR,2010,Farming/Agriculture Activity,16,2,18
JAMMU & KASHMIR,2010,Others (Please Specify),12,9,21
JAMMU & KASHMIR,2010,Retired Person,1,0,1
JAMMU & KASHMIR,2010,Others (Please Specify),19,30,49
JAMMU & KASHMIR,2010,Total,122,137,259
JAMMU & KASHMIR,2010,Total Salaried,19,2,21
JAMMU & KASHMIR,2010,Total Self-employed,39,12,51
JAMMU & KASHMIR,2011,House Wife,0,58,58
JAMMU & KASHMIR,2011,Service (Government),9,4,13
JAMMU & KASHMIR,2011,Service (Private),9,2,11
JAMMU & KASHMIR,2011,Public Sector Undertaking,4,0,4
JAMMU & KASHMIR,2011,Student,13,27,40
JAMMU & KASHMIR,2011,Unemployed,18,18,36
JAMMU & KASHMIR,2011,Self-employed (Business activity),13,2,15
JAMMU & KASHMIR,2011,Professional Activity,7,0,7
JAMMU & KASHMIR,2011,Farming/Agriculture Activity,11,3,14
JAMMU & KASHMIR,2011,Others (Please Specify),19,16,35
JAMMU & KASHMIR,2011,Retired Person,4,0,4
JAMMU & KASHMIR,2011,Others (Please Specify),37,13,50
JAMMU & KASHMIR,2011,Total,144,143,287
JAMMU & KASHMIR,2011,Total Salaried,22,6,28
JAMMU & KASHMIR,2011,Total Self-employed,50,21,71
JAMMU & KASHMIR,2012,House Wife,0,75,75
JAMMU & KASHMIR,2012,Service (Government),21,3,24
JAMMU & KASHMIR,2012,Service (Private),5,13,18
JAMMU & KASHMIR,2012,Public Sector Undertaking,0,0,0
JAMMU & KASHMIR,2012,Student,20,42,62
JAMMU & KASHMIR,2012,Unemployed,33,20,53
JAMMU & KASHMIR,2012,Self-employed (Business activity),10,0,10
JAMMU & KASHMIR,2012,Professional Activity,7,4,11
JAMMU & KASHMIR,2012,Farming/Agriculture Activity,10,0,10
JAMMU & KASHMIR,2012,Others (Please Specify),12,19,31
JAMMU & KASHMIR,2012,Retired Person,5,0,5
JAMMU & KASHMIR,2012,Others (Please Specify),69,46,115
JAMMU & KASHMIR,2012,Total,192,222,414
JAMMU & KASHMIR,2012,Total Salaried,26,16,42
JAMMU & KASHMIR,2012,Total Self-employed,39,23,62
JHARKHAND,2001,House Wife,0,59,59
JHARKHAND,2001,Service (Government),0,0,0
JHARKHAND,2001,Service (Private),4,2,6
JHARKHAND,2001,Public Sector Undertaking,3,2,5
JHARKHAND,2001,Student,6,1,7
JHARKHAND,2001,Unemployed,18,1,19
JHARKHAND,2001,Self-employed (Business activity),1,0,1
JHARKHAND,2001,Professional Activity,6,0,6
JHARKHAND,2001,Farming/Agriculture Activity,27,0,27
JHARKHAND,2001,Others (Please Specify),36,15,51
JHARKHAND,2001,Retired Person,0,0,0
JHARKHAND,2001,Others (Please Specify),40,29,69
JHARKHAND,2001,Total,141,109,250
JHARKHAND,2001,Total Salaried,7,4,11
JHARKHAND,2001,Total Self-employed,70,15,85
JHARKHAND,2002,House Wife,0,63,63
JHARKHAND,2002,Service (Government),0,0,0
JHARKHAND,2002,Service (Private),5,3,8
JHARKHAND,2002,Public Sector Undertaking,3,3,6
JHARKHAND,2002,Student,7,3,10
JHARKHAND,2002,Unemployed,27,2,29
JHARKHAND,2002,Self-employed (Business activity),3,1,4
JHARKHAND,2002,Professional Activity,9,0,9
JHARKHAND,2002,Farming/Agriculture Activity,21,0,21
JHARKHAND,2002,Others (Please Specify),34,12,46
JHARKHAND,2002,Retired Person,2,0,2
JHARKHAND,2002,Others (Please Specify),42,32,74
JHARKHAND,2002,Total,153,119,272
JHARKHAND,2002,Total Salaried,8,6,14
JHARKHAND,2002,Total Self-employed,67,13,80
JHARKHAND,2003,House Wife,0,63,63
JHARKHAND,2003,Service (Government),0,0,0
JHARKHAND,2003,Service (Private),5,3,8
JHARKHAND,2003,Public Sector Undertaking,3,3,6
JHARKHAND,2003,Student,7,3,10
JHARKHAND,2003,Unemployed,27,2,29
JHARKHAND,2003,Self-employed (Business activity),3,1,4
JHARKHAND,2003,Professional Activity,9,0,9
JHARKHAND,2003,Farming/Agriculture Activity,21,0,21
JHARKHAND,2003,Others (Please Specify),34,12,46
JHARKHAND,2003,Retired Person,2,0,2
JHARKHAND,2003,Others (Please Specify),42,32,74
JHARKHAND,2003,Total,153,119,272
JHARKHAND,2003,Total Salaried,8,6,14
JHARKHAND,2003,Total Self-employed,67,13,80
JHARKHAND,2004,House Wife,0,0,0
JHARKHAND,2004,Service (Government),0,0,0
JHARKHAND,2004,Service (Private),5,3,8
JHARKHAND,2004,Public Sector Undertaking,3,3,6
JHARKHAND,2004,Student,7,3,10
JHARKHAND,2004,Unemployed,27,2,29
JHARKHAND,2004,Self-employed (Business activity),3,1,4
JHARKHAND,2004,Professional Activity,9,0,9
JHARKHAND,2004,Farming/Agriculture Activity,21,0,21
JHARKHAND,2004,Others (Please Specify),34,12,46
JHARKHAND,2004,Retired Person,0,0,0
JHARKHAND,2004,Others (Please Specify),124,160,284
JHARKHAND,2004,Total,233,184,417
JHARKHAND,2004,Total Salaried,8,6,14
JHARKHAND,2004,Total Self-employed,67,13,80
JHARKHAND,2005,House Wife,0,158,158
JHARKHAND,2005,Service (Government),9,2,11
JHARKHAND,2005,Service (Private),33,9,42
JHARKHAND,2005,Public Sector Undertaking,5,1,6
JHARKHAND,2005,Student,69,29,98
JHARKHAND,2005,Unemployed,26,22,48
JHARKHAND,2005,Self-employed (Business activity),33,1,34
JHARKHAND,2005,Professional Activity,9,0,9
JHARKHAND,2005,Farming/Agriculture Activity,124,0,124
JHARKHAND,2005,Others (Please Specify),55,35,90
JHARKHAND,2005,Retired Person,3,0,3
JHARKHAND,2005,Others (Please Specify),157,28,185
JHARKHAND,2005,Total,523,285,808
JHARKHAND,2005,Total Salaried,47,12,59
JHARKHAND,2005,Total Self-employed,221,36,257
JHARKHAND,2006,House Wife,0,190,190
JHARKHAND,2006,Service (Government),20,6,26
JHARKHAND,2006,Service (Private),40,8,48
JHARKHAND,2006,Public Sector Undertaking,1,0,1
JHARKHAND,2006,Student,71,40,111
JHARKHAND,2006,Unemployed,81,14,95
JHARKHAND,2006,Self-employed (Business activity),18,2,20
JHARKHAND,2006,Professional Activity,34,0,34
JHARKHAND,2006,Farming/Agriculture Activity,103,0,103
JHARKHAND,2006,Others (Please Specify),53,4,57
JHARKHAND,2006,Retired Person,9,0,9
JHARKHAND,2006,Others (Please Specify),91,71,162
JHARKHAND,2006,Total,521,335,856
JHARKHAND,2006,Total Salaried,61,14,75
JHARKHAND,2006,Total Self-employed,208,6,214
JHARKHAND,2007,House Wife,0,205,205
JHARKHAND,2007,Service (Government),19,1,20
JHARKHAND,2007,Service (Private),80,4,84
JHARKHAND,2007,Public Sector Undertaking,0,0,0
JHARKHAND,2007,Student,67,35,102
JHARKHAND,2007,Unemployed,79,16,95
JHARKHAND,2007,Self-employed (Business activity),49,4,53
JHARKHAND,2007,Professional Activity,40,2,42
JHARKHAND,2007,Farming/Agriculture Activity,101,12,113
JHARKHAND,2007,Others (Please Specify),72,49,121
JHARKHAND,2007,Retired Person,19,0,19
JHARKHAND,2007,Others (Please Specify),354,81,435
JHARKHAND,2007,Total,880,409,1289
JHARKHAND,2007,Total Salaried,99,5,104
JHARKHAND,2007,Total Self-employed,262,67,329
JHARKHAND,2008,House Wife,0,170,170
JHARKHAND,2008,Service (Government),12,1,13
JHARKHAND,2008,Service (Private),31,4,35
JHARKHAND,2008,Public Sector Undertaking,14,0,14
JHARKHAND,2008,Student,61,40,101
JHARKHAND,2008,Unemployed,50,10,60
JHARKHAND,2008,Self-employed (Business activity),32,3,35
JHARKHAND,2008,Professional Activity,43,5,48
JHARKHAND,2008,Farming/Agriculture Activity,64,7,71
JHARKHAND,2008,Others (Please Specify),106,15,121
JHARKHAND,2008,Retired Person,4,0,4
JHARKHAND,2008,Others (Please Specify),185,54,239
JHARKHAND,2008,Total,602,309,911
JHARKHAND,2008,Total Salaried,57,5,62
JHARKHAND,2008,Total Self-employed,245,30,275
JHARKHAND,2009,House Wife,0,185,185
JHARKHAND,2009,Service (Government),17,7,24
JHARKHAND,2009,Service (Private),120,16,136
JHARKHAND,2009,Public Sector Undertaking,3,1,4
JHARKHAND,2009,Student,63,33,96
JHARKHAND,2009,Unemployed,87,13,100
JHARKHAND,2009,Self-employed (Business activity),33,4,37
JHARKHAND,2009,Professional Activity,20,2,22
JHARKHAND,2009,Farming/Agriculture Activity,159,5,164
JHARKHAND,2009,Others (Please Specify),77,23,100
JHARKHAND,2009,Retired Person,1,0,1
JHARKHAND,2009,Others (Please Specify),164,79,243
JHARKHAND,2009,Total,744,368,1112
JHARKHAND,2009,Total Salaried,140,24,164
JHARKHAND,2009,Total Self-employed,289,34,323
JHARKHAND,2010,House Wife,0,212,212
JHARKHAND,2010,Service (Government),8,2,10
JHARKHAND,2010,Service (Private),77,10,87
JHARKHAND,2010,Public Sector Undertaking,24,4,28
JHARKHAND,2010,Student,92,50,142
JHARKHAND,2010,Unemployed,88,12,100
JHARKHAND,2010,Self-employed (Business activity),27,4,31
JHARKHAND,2010,Professional Activity,9,0,9
JHARKHAND,2010,Farming/Agriculture Activity,150,23,173
JHARKHAND,2010,Others (Please Specify),132,62,194
JHARKHAND,2010,Retired Person,3,0,3
JHARKHAND,2010,Others (Please Specify),185,58,243
JHARKHAND,2010,Total,795,437,1232
JHARKHAND,2010,Total Salaried,109,16,125
JHARKHAND,2010,Total Self-employed,318,89,407
JHARKHAND,2011,House Wife,0,206,206
JHARKHAND,2011,Service (Government),15,7,22
JHARKHAND,2011,Service (Private),105,9,114
JHARKHAND,2011,Public Sector Undertaking,20,11,31
JHARKHAND,2011,Student,51,44,95
JHARKHAND,2011,Unemployed,85,6,91
JHARKHAND,2011,Self-employed (Business activity),21,0,21
JHARKHAND,2011,Professional Activity,49,6,55
JHARKHAND,2011,Farming/Agriculture Activity,90,4,94
JHARKHAND,2011,Others (Please Specify),62,24,86
JHARKHAND,2011,Retired Person,7,0,7
JHARKHAND,2011,Others (Please Specify),320,70,390
JHARKHAND,2011,Total,825,387,1212
JHARKHAND,2011,Total Salaried,140,27,167
JHARKHAND,2011,Total Self-employed,222,34,256
JHARKHAND,2012,House Wife,0,212,212
JHARKHAND,2012,Service (Government),17,2,19
JHARKHAND,2012,Service (Private),78,11,89
JHARKHAND,2012,Public Sector Undertaking,13,6,19
JHARKHAND,2012,Student,118,57,175
JHARKHAND,2012,Unemployed,126,32,158
JHARKHAND,2012,Self-employed (Business activity),48,17,65
JHARKHAND,2012,Professional Activity,22,0,22
JHARKHAND,2012,Farming/Agriculture Activity,93,26,119
JHARKHAND,2012,Others (Please Specify),107,22,129
JHARKHAND,2012,Retired Person,3,0,3
JHARKHAND,2012,Others (Please Specify),213,96,309
JHARKHAND,2012,Total,838,481,1319
JHARKHAND,2012,Total Salaried,108,19,127
JHARKHAND,2012,Total Self-employed,270,65,335
KARNATAKA,2001,House Wife,0,2197,2197
KARNATAKA,2001,Service (Government),211,59,270
KARNATAKA,2001,Service (Private),865,200,1065
KARNATAKA,2001,Public Sector Undertaking,228,15,243
KARNATAKA,2001,Student,329,183,512
KARNATAKA,2001,Unemployed,558,85,643
KARNATAKA,2001,Self-employed (Business activity),591,34,625
KARNATAKA,2001,Professional Activity,195,8,203
KARNATAKA,2001,Farming/Agriculture Activity,2153,352,2505
KARNATAKA,2001,Others (Please Specify),1947,517,2464
KARNATAKA,2001,Retired Person,96,39,135
KARNATAKA,2001,Others (Please Specify),698,321,1019
KARNATAKA,2001,Total,7871,4010,11881
KARNATAKA,2001,Total Salaried,1304,274,1578
KARNATAKA,2001,Total Self-employed,4886,911,5797
KARNATAKA,2002,House Wife,0,2225,2225
KARNATAKA,2002,Service (Government),186,34,220
KARNATAKA,2002,Service (Private),888,179,1067
KARNATAKA,2002,Public Sector Undertaking,183,24,207
KARNATAKA,2002,Student,255,254,509
KARNATAKA,2002,Unemployed,543,108,651
KARNATAKA,2002,Self-employed (Business activity),755,39,794
KARNATAKA,2002,Professional Activity,92,7,99
KARNATAKA,2002,Farming/Agriculture Activity,2008,332,2340
KARNATAKA,2002,Others (Please Specify),2426,603,3029
KARNATAKA,2002,Retired Person,52,15,67
KARNATAKA,2002,Others (Please Specify),692,370,1062
KARNATAKA,2002,Total,8080,4190,12270
KARNATAKA,2002,Total Salaried,1257,237,1494
KARNATAKA,2002,Total Self-employed,5281,981,6262
KARNATAKA,2003,House Wife,0,1864,1864
KARNATAKA,2003,Service (Government),198,25,223
KARNATAKA,2003,Service (Private),688,164,852
KARNATAKA,2003,Public Sector Undertaking,212,34,246
KARNATAKA,2003,Student,227,195,422
KARNATAKA,2003,Unemployed,650,107,757
KARNATAKA,2003,Self-employed (Business activity),544,20,564
KARNATAKA,2003,Professional Activity,136,8,144
KARNATAKA,2003,Farming/Agriculture Activity,2326,352,2678
KARNATAKA,2003,Others (Please Specify),2111,630,2741
KARNATAKA,2003,Retired Person,46,6,52
KARNATAKA,2003,Others (Please Specify),1237,581,1818
KARNATAKA,2003,Total,8375,3986,12361
KARNATAKA,2003,Total Salaried,1098,223,1321
KARNATAKA,2003,Total Self-employed,5117,1010,6127
KARNATAKA,2004,House Wife,0,1783,1783
KARNATAKA,2004,Service (Government),165,34,199
KARNATAKA,2004,Service (Private),887,218,1105
KARNATAKA,2004,Public Sector Undertaking,169,49,218
KARNATAKA,2004,Student,232,216,448
KARNATAKA,2004,Unemployed,526,85,611
KARNATAKA,2004,Self-employed (Business activity),471,23,494
KARNATAKA,2004,Professional Activity,85,0,85
KARNATAKA,2004,Farming/Agriculture Activity,1706,257,1963
KARNATAKA,2004,Others (Please Specify),2055,637,2692
KARNATAKA,2004,Retired Person,75,0,75
KARNATAKA,2004,Others (Please Specify),1647,617,2264
KARNATAKA,2004,Total,8018,3919,11937
KARNATAKA,2004,Total Salaried,1221,301,1522
KARNATAKA,2004,Total Self-employed,4317,917,5234
KARNATAKA,2005,House Wife,0,1874,1874
KARNATAKA,2005,Service (Government),139,21,160
KARNATAKA,2005,Service (Private),889,124,1013
KARNATAKA,2005,Public Sector Undertaking,184,34,218
KARNATAKA,2005,Student,189,179,368
KARNATAKA,2005,Unemployed,403,66,469
KARNATAKA,2005,Self-employed (Business activity),402,46,448
KARNATAKA,2005,Professional Activity,242,36,278
KARNATAKA,2005,Farming/Agriculture Activity,1663,220,1883
KARNATAKA,2005,Others (Please Specify),1782,491,2273
KARNATAKA,2005,Retired Person,35,5,40
KARNATAKA,2005,Others (Please Specify),1779,754,2533
KARNATAKA,2005,Total,7707,3850,11557
KARNATAKA,2005,Total Salaried,1212,179,1391
KARNATAKA,2005,Total Self-employed,4089,793,4882
KARNATAKA,2006,House Wife,0,1851,1851
KARNATAKA,2006,Service (Government),214,24,238
KARNATAKA,2006,Service (Private),1038,144,1182
KARNATAKA,2006,Public Sector Undertaking,136,34,170
KARNATAKA,2006,Student,230,217,447
KARNATAKA,2006,Unemployed,398,90,488
KARNATAKA,2006,Self-employed (Business activity),396,44,440
KARNATAKA,2006,Professional Activity,210,13,223
KARNATAKA,2006,Farming/Agriculture Activity,1450,270,1720
KARNATAKA,2006,Others (Please Specify),1699,361,2060
KARNATAKA,2006,Retired Person,28,1,29
KARNATAKA,2006,Others (Please Specify),2249,1115,3364
KARNATAKA,2006,Total,8048,4164,12212
KARNATAKA,2006,Total Salaried,1388,202,1590
KARNATAKA,2006,Total Self-employed,3755,688,4443
KARNATAKA,2007,House Wife,0,1802,1802
KARNATAKA,2007,Service (Government),179,28,207
KARNATAKA,2007,Service (Private),902,174,1076
KARNATAKA,2007,Public Sector Undertaking,176,27,203
KARNATAKA,2007,Student,246,261,507
KARNATAKA,2007,Unemployed,450,102,552
KARNATAKA,2007,Self-employed (Business activity),421,63,484
KARNATAKA,2007,Professional Activity,187,7,194
KARNATAKA,2007,Farming/Agriculture Activity,1772,363,2135
KARNATAKA,2007,Others (Please Specify),2133,541,2674
KARNATAKA,2007,Retired Person,47,4,51
KARNATAKA,2007,Others (Please Specify),1879,540,2419
KARNATAKA,2007,Total,8392,3912,12304
KARNATAKA,2007,Total Salaried,1257,229,1486
KARNATAKA,2007,Total Self-employed,4513,974,5487
KARNATAKA,2008,House Wife,0,1653,1653
KARNATAKA,2008,Service (Government),196,53,249
KARNATAKA,2008,Service (Private),1054,212,1266
KARNATAKA,2008,Public Sector Undertaking,235,69,304
KARNATAKA,2008,Student,243,212,455
KARNATAKA,2008,Unemployed,401,93,494
KARNATAKA,2008,Self-employed (Business activity),544,40,584
KARNATAKA,2008,Professional Activity,118,22,140
KARNATAKA,2008,Farming/Agriculture Activity,1439,298,1737
KARNATAKA,2008,Others (Please Specify),1914,460,2374
KARNATAKA,2008,Retired Person,51,6,57
KARNATAKA,2008,Others (Please Specify),2021,888,2909
KARNATAKA,2008,Total,8216,4006,12222
KARNATAKA,2008,Total Salaried,1485,334,1819
KARNATAKA,2008,Total Self-employed,4015,820,4835
KARNATAKA,2009,House Wife,0,1696,1696
KARNATAKA,2009,Service (Government),92,15,107
KARNATAKA,2009,Service (Private),733,122,855
KARNATAKA,2009,Public Sector Undertaking,244,48,292
KARNATAKA,2009,Student,274,233,507
KARNATAKA,2009,Unemployed,480,55,535
KARNATAKA,2009,Self-employed (Business activity),636,30,666
KARNATAKA,2009,Professional Activity,144,11,155
KARNATAKA,2009,Farming/Agriculture Activity,1915,367,2282
KARNATAKA,2009,Others (Please Specify),1958,765,2723
KARNATAKA,2009,Retired Person,49,6,55
KARNATAKA,2009,Others (Please Specify),1684,638,2322
KARNATAKA,2009,Total,8209,3986,12195
KARNATAKA,2009,Total Salaried,1069,185,1254
KARNATAKA,2009,Total Self-employed,4653,1173,5826
KARNATAKA,2010,House Wife,0,1889,1889
KARNATAKA,2010,Service (Government),178,40,218
KARNATAKA,2010,Service (Private),889,227,1116
KARNATAKA,2010,Public Sector Undertaking,254,41,295
KARNATAKA,2010,Student,319,272,591
KARNATAKA,2010,Unemployed,362,58,420
KARNATAKA,2010,Self-employed (Business activity),845,43,888
KARNATAKA,2010,Professional Activity,110,15,125
KARNATAKA,2010,Farming/Agriculture Activity,2128,457,2585
KARNATAKA,2010,Others (Please Specify),2029,637,2666
KARNATAKA,2010,Retired Person,91,9,100
KARNATAKA,2010,Others (Please Specify),1202,556,1758
KARNATAKA,2010,Total,8407,4244,12651
KARNATAKA,2010,Total Salaried,1321,308,1629
KARNATAKA,2010,Total Self-employed,5112,1152,6264
KARNATAKA,2011,House Wife,0,1776,1776
KARNATAKA,2011,Service (Government),160,31,191
KARNATAKA,2011,Service (Private),761,233,994
KARNATAKA,2011,Public Sector Undertaking,362,77,439
KARNATAKA,2011,Student,425,286,711
KARNATAKA,2011,Unemployed,800,124,924
KARNATAKA,2011,Self-employed (Business activity),770,56,826
KARNATAKA,2011,Professional Activity,166,30,196
KARNATAKA,2011,Farming/Agriculture Activity,1694,406,2100
KARNATAKA,2011,Others (Please Specify),1898,448,2346
KARNATAKA,2011,Retired Person,55,8,63
KARNATAKA,2011,Others (Please Specify),1381,675,2056
KARNATAKA,2011,Total,8472,4150,12622
KARNATAKA,2011,Total Salaried,1283,341,1624
KARNATAKA,2011,Total Self-employed,4528,940,5468
KARNATAKA,2012,House Wife,0,1850,1850
KARNATAKA,2012,Service (Government),174,29,203
KARNATAKA,2012,Service (Private),1000,261,1261
KARNATAKA,2012,Public Sector Undertaking,254,88,342
KARNATAKA,2012,Student,296,264,560
KARNATAKA,2012,Unemployed,633,82,715
KARNATAKA,2012,Self-employed (Business activity),608,34,642
KARNATAKA,2012,Professional Activity,268,33,301
KARNATAKA,2012,Farming/Agriculture Activity,1516,359,1875
KARNATAKA,2012,Others (Please Specify),2627,614,3241
KARNATAKA,2012,Retired Person,60,9,69
KARNATAKA,2012,Others (Please Specify),1160,534,1694
KARNATAKA,2012,Total,8596,4157,12753
KARNATAKA,2012,Total Salaried,1428,378,1806
KARNATAKA,2012,Total Self-employed,5019,1040,6059
KERALA,2001,House Wife,0,1406,1406
KERALA,2001,Service (Government),176,31,207
KERALA,2001,Service (Private),449,117,566
KERALA,2001,Public Sector Undertaking,183,27,210
KERALA,2001,Student,128,153,281
KERALA,2001,Unemployed,1756,339,2095
